"company_name","address","company_tax_code","ward_or_commune","district","province_or_city","country","einvoice_contact_name","einvoice_contact_email"
"CÔNG TY TNHH DỊCH VỤ HÀNG HÓA THÔNG MINH","Phòng 203,Lầu 2,tòa nhà Thăng Long,06 Thăng Long,P.4,Q.Tân Bình,TP Hồ Chí Minh","0304980801",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN CÔNG NGHỆ THIẾT BỊ PHƯƠNG NAM","SỐ 9, VỌNG HÀ,CHƯƠNG DƯƠNG,HOÀN KIẾM,HÀ NỘI","0102514438",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY CỔ PHẦN CÔNG NGHỆ KCT","SỐ 116A NGÔ QUYỀN- P. QUANG TRUNG- HÀ ĐÔNG- HN","0102854177",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN  CÔNG NGHỆ VÀ THIẾT BỊ HÀN","Phòng 108,Tầng 1,Lô D5C,Đ.Trần Thái Tông,P. Dịch Vọng Hậu,Q.Cầu Giấy,Hà Nội","0101001715",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ HỢP TÁC TOÀN CẦU SUNVINA","Số 08 Ngõ Đình Thu, đường Thu Quế, Xã Song Phượng, Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam","0109377854","Xã Song Phượng","Huyện Đan Phượng","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ HỢP TÁC TOÀN CẦU SUNVINA",NULL
"CÔNG TY TNHH CCL VIỆT NAM","16 Hoàng Diệu,Phường 10,Quận Phú Nhuận,Thành Phố Hồ Chí Minh","0311117272",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THÉP DONGBU VIỆT NAM","LôCN3.2A,CN3.2B,CN3.1C,kcnĐình Vũ,p.Đông hải2,q.HảiAn,thuộcKhukinh tếĐìnhVũ-CátHải,tp.HảiPhòng","0201303910",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MTV SX THƯƠNG MẠI KIM ĐỨC LỢI","22 GÒ DƯA,KHU PHỐ 4, P. TAM BÌNH.Q. THỦ ĐỨC, TP. HCM","0311095357",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY TNHH MTV THƯƠNG MẠI QUỐC TẾ HÀN VIỆT","98H,98K LÊ THỊ HOA KP3,P.BÌNH CHIỂU,THỦ ĐỨC,HCM","0309343323",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH GỖ THUẬN PHÁT","407/23/39C NGUYỄN XÍ,P.11,Q.BÌNH THẠNH,TP HCM","0309794453",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CHI NHÁNH CÔNG TY CỔ PHẦN Lô-Gi- Stíc Hoàng Hà","Số 1/71 Phố Ling Lang, Phường Cống Vị, Quận Ba Đình, Thành Phố Hà Nội","0301033626002",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN CÔNG NGHỆ BTECH VIỆT NAM","SỐ 87 NGÕ 373 PHỐ LÊ DUẨN, P.BẮC SƠN, Q.KIẾN AN, TP HẢI PHÒNG","0106056764",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOA SEN HÀ NAM","Cụm Công nghiêp Kiện Khê I, Thị trấn Kiện Khê, Huyện Thanh Liêm, Tỉnh Hà Nam, Việt Nam","0700759219","Thị trấn Kiện Khê","Huyện Thanh Liêm","Hà Nam","Việt Nam","CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOA SEN HÀ NAM","KIMHOANT75@GMAIL.COM"
"CONG TY TNHH SX TM & DV HOANG MAI","64/5 TRUONG CHINH,PHUONG LIET,THANH XUAN,HN","0101414617",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ANF LOGISTICS","20/12 ĐƯỜNG NGUYỄN TRƯỜNG TỘ ,PHƯỜNG 12,QUẬN 4,THÀNH PHỐ HỒ CHÍ MINH,VIỆT NAM","0312150762",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐỨC MẠNH","KCN CHÂU SƠN , PHỦ LÝ, HÀ NAM","0700209335",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN BÊ TÔNG VÀ XÂY DỰNG MINH ĐỨC SƠN TÂY","Cụm Công Nghiệp Sơn Đông,Thị Xã Sơn Tây,Thành Phố Hà Nội","0500577028",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH JEHIL VINA","Cụm công nghiệp Hạp Lĩnh, Phường Hạp Lĩnh, Thành phố Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam","2300493007","Phường Hạp Lĩnh","Thành phố Bắc Ninh","Bắc Ninh","Việt Nam","CÔNG TY TNHH JEHIL VINA","nguyenthicai1992@gmail.com"
"CÔNG TY TNHH TIẾP VẬN HẢI LONG","Phòng 303, khách sạn Dầu Khí, Số 441 Đà Nẵng, phường Đông Hải 1, quận Hải An, TP Hải Phòng","0200941452",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI QUANG MINH","Số 05, Ngõ 59, Phố Láng Hạ, Phường Thành Công, Quận Ba Đình, TP Hà Nội","0101397217",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH KINH DOANH XUẤT NHẬP KHẨU NHƯ QUỲNH","THÔN MINH KHAI,THỊ TRẤN NHƯ QUỲNH,HUYỆN VĂN LÂM,TỈNH HƯNG YÊN","0900188499",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH KINH DOANH XUẤT NHẬP KHẨU NHƯ QUỲNH","DUONGTU.VT71@GMAIL.COM"
"CÔNG TY TNHH CÔNG NGHIỆP CHÍNH ĐẠT","KHU CÔNG NGHIỆP BÌNH XUYÊN,HUYỆN BÌNH XUYÊN,TỈNH VĨNH PHÚC","2500267686",NULL,NULL,NULL,"Việt Nam","QUÝ","operation.hpg@flatworld.vn"
"CÔNG TY VẬN TẢI ĐA PHƯƠNG THỨC 7","40 LÊ VĂN LINH,PHƯỜNG 12,QUẬN 4,TP. HỒ CHÍ MINH","0400101901006",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN XNK ĐÌNH ĐÔ","THÔN VÂN TRA,XÃ AN ĐỒNG,HUYỆN AN DƯƠNG,HẢI PHÒNG","0201187774",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CÔNG NGHỆ SỐ 1 PHAN GIA","Số 7, ngõ 81, đường Lê Quý Đôn, Phường Gia Cẩm, Thành phố Việt Trì, Tỉnh Phú Thọ, Việt Nam","2600976823","Phường Gia Cẩm","Thành phố Việt Trì","Phú Thọ","Việt Nam","CÔNG TY TNHH CÔNG NGHỆ SỐ 1 PHAN GIA","tahuy1709@gmail.com"
"CÔNG TY CỔ PHẦN VIỆT VƯƠNG","KHU CÔNG NGHIỆP THỤY VÂN,VIỆT TRÌ ,PHÚ THỌ","2600355706",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH XÂY DỰNG VÀ HOÁ CHẤT","Phòng 701 Số2 Ngõ349 Phố Minh Khai,PhườngVĩnhTuy,QuậnHai BàTrưng,Hà Nội","0101541012",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Trung Tâm Tư Vấn Chuyển Giao Công Nghệ Trang Thiết Bị Bảo Hộ Lao Động","Số 216, Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Thành Phố Hà Nội","0100233600",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH KIM LOẠI MÀU TRƯỜNG THÀNH","344 ĐƯỜNG PHÚC DIỄN TỪ LIÊM HÀ NỘI","0105030114",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỊCH VỤ KỸ THUẬT MINH KHÁNH","Số 18/288 Trần Nhân Tông, tổ Kha Lâm 1, Phường Nam Sơn, Quận Kiến An, Thành phố Hải Phòng, Việt Nam","0201726401","Phường Nam Sơn","Quận Kiến An","Hải Phòng","Việt Nam","CÔNG TY TNHH DỊCH VỤ KỸ THUẬT MINH KHÁNH","DUNGHANGOC89@GMAIL.COM"
"CÔNG TY TNHH CASABELLA GRAINS","279/30 LÂM VĂN BỀN, PHƯỜNG BÌNH THUẬN, QUẬN 7, THÀNH PHỐ HỒ CHÍ MINH","0313078332",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THƯƠNG MẠI CÔNG NGHIỆP TUẤN MINH","CỤM 6,  XÃ THỌ AN, HUYỆN ĐAN PHƯỢNG, HÀ NỘI","0106561855",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH XNK THIẾT BỊ NGÀNH MAY MẠNH HÙNG","Thôn 7, Xã Phụng Thượng, Huyện Phúc Thọ, Thành phố Hà Nội, Việt Nam","0110102935","Xã Phụng Thượng","Huyện Phúc Thọ","Hà Nội","Việt Nam","CÔNG TY TNHH XNK THIẾT BỊ NGÀNH MAY MẠNH HÙNG","huonggiang@tienphong.biz"
"CÔNG TY CỔ PHẦN MAY SÔNG HỒNG","Số 105 đường Nguyễn Đức Thuận, Phường Thống Nhất, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam","0600333307","Phường Thống Nhất","Thành phố Nam Định","Nam Định","Việt Nam","CÔNG TY CỔ PHẦN MAY SÔNG HỒNG","chungtu.xnk@songhong.vn;vietnt.kd@songhong.vn"
"CÔNG TY TNHH TM VẬT TƯ VÀ PHỤ GIA CÔNG NGHIỆP","24 NGỤY NHƯ KONTUM, PHƯỜNG NHÂN CHÍNH, QUẬN THANH XUÂN, TP HÀ NỘI","0102692342",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HUE VINA","Số 270 Đường Điện Biên,Phường Cửa Bắc,Thành Phố Nam Định,Tỉnh Nam Định","0601035494",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH HUE VINA","xoanguyen.hp85@gmail.com"
"CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI VP","SỐ 175 CẦU ĐẤT,PHƯỜNG CẦU ĐẤT,QUẬN NGÔ QUYỀN,TP HẢI PHÒNG","0200545339",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH NHẬP KHẨU VÀ THƯƠNG MẠI PHƯƠNG ĐÔNG","Phòng 2608, Tòa A3, Dự án Ecolife Capital, số 58 Tố Hữu, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","0108796919","Phường Mễ Trì","Quận Nam Từ Liêm","Hà Nội","Việt Nam","CÔNG TY TNHH NHẬP KHẨU VÀ THƯƠNG MẠI PHƯƠNG ĐÔNG","phuongdongstone.tt@gmail.com"
"CÔNG TY TNHH LOGISTICS ĐỐI TÁC VÀNG","Số 2C/1/420, đường Đà Nẵng, Phường Đông Hải 1, Quận Hải An, Thành phố Hải Phòng, Việt Nam","0202016531","Phường Đông Hải 1","Quận Hải An","Hải Phòng","Việt Nam","CÔNG TY TNHH LOGISTICS ĐỐI TÁC VÀNG","DOC@GOLDPARTNER.COM.VN"
"CTY TNHH MTV PROVIX VIET NAM","P1001,N3A,DUONG LE VAN CUONG,NHAN CHINH ,THANH XUAN,HN","0104167733",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TRÁCH NHIỆM HỮU HẠN CIMA VIỆT NAM","Lô CN2 Cụm công nghiệp Tử Đà- An Đạo, Xã Bình Phú, Huyện Phù Ninh, Tỉnh Phú Thọ, Việt Nam","2600953181","Xã Bình Phú","Huyện Phù Ninh","Phú Thọ","Việt Nam","CÔNG TY TRÁCH NHIỆM HỮU HẠN CIMA VIỆT NAM","HP.GOLDEN.LOGISTICS@GMAIL.COM"
"CÔNG TY TNHH MAY ĐỒNG TÂM","Số 26A Phố Chương Dương, Phường Trần Phú, Thành Phố Hải Dương","0800711838",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI CÔNG NGHIỆP VIỆT NAM","47A Tập Thể Thủy Sản, Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,Thành Phố Hà Nội","0103018619",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN CUNG ỨNG VÀ DỊCH VỤ KỸ THUẬT HÀNG HẢI","SỐ 8A VẠN MỸ,PHƯỜNG VẠN MỸ,QUẬN NGÔ QUYỀN,THÀNH PHỐ HẢI PHÒNG","0200563063",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TÍCH HỢP HỆ THỐNG CMC","Tầng 16,Tòa Nhà CMC,Phố Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội","0101925883",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN MAY ĐẠI VIỆT HẢI PHÒNG","45/84 Đường Đại Học Dân Lập Phường Dư Hàng Kênh,Quận Lê Chân,Thành Phố Hải Phòng","0200461495",NULL,NULL,NULL,"Việt Nam","CÔNG TY CỔ PHẦN MAY ĐẠI VIỆT HẢI PHÒNG","CTYMAYDAIVIET@GMAIL.COM"
"CÔNG TY TNHH HÙNG DŨNG","KM 42+600,QUỐC LỘ 5,THỊ TRẤN LAI CÁCH,HUYỆN CẨM GIÀNG,TỈNH HẢI DƯƠNG","0800142490",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HUY SỸ","THÔN TRẠI KHO-MINH THUẬN-VỤ BẢN-NAM ĐỊNH","0600395649",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI MAY ĐỨC ANH","THÔN LAM SƠN, XÃ THIỆN PHIẾN, HUYỆN TIÊN LỮ, TỈNH HƯNG YÊN","0900636380",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH NAM ĐỊNH KATOH","Lô C1 Đường D4, Khu Công Nghiệp Hòa Xá, Thành Phố Nam Định, Tỉnh Nam Định","0600740052",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH BÌNH XUYÊN","THI TRẤN HƯƠNG CANH,HUYỆN BÌNH XUYÊN,VĨNH PHÚC","2500203989",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CHARTER LINK LOGISTICS VIỆT NAM","Tầng 5, Tòa nhà Phúc Hải, số 94 phố Trần Phú, Phường Cầu Đất, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam","0202216347","Phường Cầu Đất","Quận Ngô Quyền","Hải Phòng","Việt Nam","CÔNG TY TNHH CHARTER LINK LOGISTICS VIỆT NAM","opshph@charter-link.com.vn;maya.hph@charter-link.com.vn"
"CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI HOÀNG ĐẠT","Số 412-N6C Khu Đô Thị Trung Hoà,phường Nhân Chính,Quận Thanh Xuân,Thành Phố Hà Nội","0101547649",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MAY MẶC EHWA-HT","Thôn Tam Đa, Xã Tam Đa, Huyện Phù Cừ, Tỉnh Hưng Yên, Việt Nam","0901023940","Xã Tam Đa","Huyện Phù Cừ","Hưng Yên","Việt Nam","CÔNG TY TNHH MAY MẶC EHWA-HT","tuananhjsc1992@gmail.com"
"CÔNG TY TNHH SHININGHWA VIỆT NAM","Số 66 Tân Vĩnh, phường 06, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","0107330071","phường 06","Quận 4","Hồ Chí Minh","Việt Nam","CÔNG TY TNHH SHININGHWA VIỆT NAM","OPSSGN@ASAPFREIGHT.VN"
"CÔNG TY TNHH CÔNG NGHỆ BAO BÌ YUZHAN VIỆT NAM","Lô H2-01, KCN Quế Võ, Phường Phương Liễu, Thị xã Quế Võ, Tỉnh Bắc Ninh, Việt Nam","2300931934","Phường Phương Liễu","Thị xã Quế Võ","Bắc Ninh","Việt Nam","CÔNG TY TNHH CÔNG NGHỆ BAO BÌ YUZHAN VIỆT NAM","CONGTYANHMINHHP@GMAIL.COM"
"CÔNG TY TNHH TM DV SƠN ĐỨC","SỐ 45- NGÕ 61 TRẦN DUY HƯNG-TRUNG HÒA-CẦU GIẤY-HN","0104600918",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THIẾT BỊ ĐIỆN MBT","Điểm Công nghiệp Sông Cùng, Xã Đồng Tháp, Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam","0103807130","Xã Đồng Tháp","Huyện Đan Phượng","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THIẾT BỊ ĐIỆN MBT","ngantn@mbt.vn;ketoanmbt@mbt.vn;logistics6.hph@quanterm.com.vn"
"CHI NHÁNH CÔNG TY TNHH KWANG JIN VIỆT NAM TẠI DUNG QUẤT","Khu công nghiệp phía Đông Khu kinh tế Dung Quất, Xã Bình Thuận, Huyện Bình Sơn, Tỉnh Quảng Ngãi, Việt Nam","0313065527-001","Xã Bình Thuận","Huyện Bình Sơn","Quảng Ngãi","Việt Nam","CHI NHÁNH CÔNG TY TNHH KWANG JIN VIỆT NAM TẠI DUNG QUẤT","MINHHANGVGT@GMAIL.COM"
"CÔNG TY TNHH CÔNG NGHỆ VẬT LIỆU MỚI ÂU VIỆT","Số Nhà 68,ngõ 211/85 phố KhươngTrung,Phường Khương Trung,Quận Thanh Xuân,Hà Nội","0106792789",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN H-PEC VIỆT NAM","Số 53,Đường Nguyễn Văn Linh,Thị Trấn Trâu Quỳ.Huyện Gia Lâm,TP.Hà Nội","0101368015",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY TNHH VC & GN QTẾ PHƯƠNG NAM THÀNH CÔNG","66 NGUYỄN TRƯỜNG TỘ - Q4- TP HCM","0301762643",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẠI LÝ THUẾ CENSTAF","P703,N5C,HOÀNG ĐẠO THÚY,NHÂN CHÍNH,Q.THANH XUÂN,TP.HÀ NỘI","0104049063",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CP  THIẾT BỊ  ĐIỆN VÀ HỆ THỐNG TỰ ĐỘNG HOÁ","SỐ 33 A,NGÕ367/30  HOÀNG HOA THÁM ,BA ĐÌNH,HÀ NỘI","0104207760",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI HÀ MY","Số 52, ngõ Huyện, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam","0101675337","Phường Hàng Trống","Quận Hoàn Kiếm","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THƯƠNG MẠI HÀ MY","TANTOANVANTAIHP@GMAIL.COM"
"CN CÔNG TY CỔ PHẦN XÂY LẮP 1-PETROLIMEX TẠI HƯNG YÊN","XÃ TRƯNG TRẮC,HUYỆN VĂN LÂM,TỈNH HƯNG YÊN","0100108180-008",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TÂN HOA NGỌC",NULL,"0305921238",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ GIA VŨ","Nhà số 2A, ngõ 316 Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam","0108077745","Phường Khương Mai","Quận Thanh Xuân","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ GIA VŨ","VUNHUQUYNHHP@GMAIL.COM"
"TUQ/Đàm Thị Minh Hảo",NULL,"8075329163",NULL,NULL,NULL,NULL,NULL,NULL
"CÔNG TY TNHH TƯ VẤN VÀ ĐẦU TƯ VILAW","số 2, ngách 47, ngõ 105 Đường Doãn Kế thiện, Phường Mai Dịch, Quận Cầu Giấy, Tp Hà Nội, Việt Nam","0103066115",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THIẾT BỊ Y KHOA VIỆT QUANG","THÔN THỌ AM XÃ LIÊN NINH HUYỆN THANH TRÌ HÀ NỘI","0105577362",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TRÁCH NHIỆM HỮU HẠN  GG VINA","Số 226 Phố Lê Lai,PhườngMáy Chai,Quận Ngô Quyền,TP Hải Phòng,Việt Nam","0200504967",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Chi Nhánh Công Ty  TNHH JAS Việt Nam","Tầng 16 Tòa Nhà Oriental,324 Tây Sơn,P.Ngã Tư Sở,Q.Đống Đa,Hà Nội","0311741025-001",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH GIAO NHẬN KONET","Tầng 17 số 106 Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0104184295","Phường Nghĩa Đô","Quận Cầu Giấy","Hà Nội","Việt Nam","CÔNG TY TNHH GIAO NHẬN KONET","seaimport.hph@konetexpress.com;ANHBUI2101@YAHOO.COM.VN"
"CÔNG TY CỔ PHẦN CÔNG NGHỆ BẮC VIỆT","KM 7,QL 18,PHƯƠNG LIỄU,QUẾ VÕ,BẮC NINH","2300342329",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ASEAN LINES INTERNATIONAL","TÒA NHÀ FOSCO, 02-06 PHÙNG KHẮC KHOAN, P.ĐA KAO, Q1, TP HCM","0312099315",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SCHINDLER VIỆT NAM","93 NGUYỄN DU,P.BẾN NGHÉ,QUẬN1,TP.HỒ CHÍ MINH","0300798220",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ĐIỆN TỬ LEO VIỆT NAM","LÔ F2, KCN PHÚC ĐIỀN, CẨM GIÀNG, HẢI DƯƠNG","0800356453",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH UNIRN VIỆT NAM","SỐ 27 ẤU TRIỆU,PHƯỜNG HÀNG TRỐNG,QUẬN HOÀN KIẾM,THÀNH PHỐ HÀ NỘI","0102224947",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI LÊ PHẠM","SỐ 12A,TỔ 24,CỤM 3 ĐƯỜNG ÂU CƠ-PHƯỜNG TỨ LIÊN-QUẬN TÂY HỒ-HÀ NỘI","0106825610",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY CP XNK VIỆT PAN","P 510,17T3,TRUNG HÒA,NHÂN CHÍNH,HN","0102770350",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH 3C CÔNG NGHIỆP","Số 27,Ngõ 216 Định Công,Phường Định Công,Quận Hoàng Mai,Hà Nội","0100963452",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI ITAS","Số nhà 15, phố Đặng Thai Mai, Phường Tân Bình, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam","0801188924","Phường Tân Bình","Thành phố Hải Dương","Hải Dương","Việt Nam","CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI ITAS","THUYNGUYEN@ITASFASHION.COM"
"CÔNG TY TNHH CHẾ TẠO MÁY XÂY DỰNG VÀ KHAI THÁC MỎ HÒA PHÁT","KHU CÔNG NGHIỆP PHỐ NỐI A, XÃ GIAI PHẠM, HUYỆN YÊN MỸ, TỈNH HƯNG YÊN, VIỆT NAM","0900198095",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TRINA SOLAR (VIET NAM) SCIENCE & TECHNOLOGY","Lô CN 06, Khu Công Nghiệp Vân Trung, Xã Vân Trung, Huyện Việt Yên, Tỉnh Bắc Giang, Việt Nam","2400798443",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY LIÊN DOANH THỰC PHẨM MAVIN","LÔ E6 KCN ĐỒNG VĂN 2 DUY TIÊN HÀ NAM","0700631628",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CHI NHÁNH CÔNG TY CỔ PHẦN GIAO NHẬN HÀNG HÓA JUPITER - PACIFIC TẠI THÀNH PHỐ HÀ NỘI","Phòng 203, Tòa nhà Thăng Long Ford, số 105 Láng Hạ, Phường Láng Hạ, Quận Đống đa, Thành phố Hà Nội, Việt Nam","0300667958-001","Phường Láng Hạ","Quận Đống đa","Hà Nội","Việt Nam","Chi Nhánh Công Ty CP Giao nhận hàng hoá Jupiter PacificTại TP.Hà Nội","NGOANHDUNG2011@GMAIL.COM"
"CÔNG TY TNHH GIẢI PHÁP LOGISTICS FUJIFILM (VIỆT NAM)","P310, Tầng 3, Tòa nhà DG Tower, Số 15, Đường Trần Phú, Phường Cầu Đất, Quận Ngô Quyền, Thành Phố Hải Phòng, Việt Nam","0201952016","Phường Máy Tơ","Quận Ngô Quyền","Hải Phòng","Việt Nam","CÔNG TY TNHH GIẢI PHÁP LOGISTICS FUJIFILM (VIỆT NAM)","DATPHAM270191@GMAIL.COM"
"CÔNG TY CỔ PHẦN MAY XUẤT KHẨU BÁCH LỘC","Khu Tân Đồng, Thị trấn Hậu Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hoá, Việt Nam","2803010513","Thị trấn Hậu Lộc","Huyện Hậu Lộc","Thanh Hoá","Việt Nam","CÔNG TY CỔ PHẦN MAY XUẤT KHẨU BÁCH LỘC","DOVIETMY1990@GMAIL.COM"
"CÔNG TY TNHH CHẾ TẠO CỘT THÉP ĐÔNG ANH- HUYNDAI","TỔ 23, THỊ TRẤN ĐÔNG ANH, HUYỆN ĐÔNG ANH, THÀNH PHỐ HÀ NỘI","0100113906",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỆT NĂM SAO","SỐ 8, ĐƯỜNG 20, PHƯỜNG 5, QUẬN GÒ VẤP, THÀNH PHỐ HỒ CHÍ MINH","0304517960",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN KINH DOANH THƯƠNG MẠI VŨ GIA","171 KIM MÃ BA ĐÌNH HÀ NỘI","0104081187",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CARGO-PARTNER LOGISTICS ( VIỆT NAM)","P 1501A, Tầng 15, TN.CENTREPOIN,SỐ 106 Đường Nguyễn Văn Trỗi,P.8,Q. Phú Nhuận, Thành Phố HCM","0312353106",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MIZUHO PRECISION VIỆT NAM","KCN PHÚC ĐIỀN,CẨM GIÀNG,HẢI DƯƠNG","0800339345",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CP EPT VIỆT NAM","SỐ 51,NGÕ 26,ĐƯỜNG TÂN XUÂN,XÃ XUÂN ĐỈNH TỪ LIÊM HÀ NỘI","0105414897",NULL,NULL,NULL,"Việt Nam",NULL,NULL
